gene_name,ASDC,B intermediate,B memory,B naive,CD14 Mono,CD16 Mono,CD4 CTL,CD4 Naive,CD4 Proliferating,CD4 TCM,CD4 TEM,CD8 Naive,CD8 Proliferating,CD8 TCM,CD8 TEM,Eryth,HSPC,ILC,MAIT,NK,NK Proliferating,NK_CD56bright,Plasmablast,Platelet,Treg,cDC1,cDC2,dnT,gdT,pDC
AC090409.1,-0.0071145864,-0.018419884,-0.019757463,-0.024784751,-0.022140129,-0.022613745,-0.016574949,-0.030264722,-0.007658572,-0.02841593,-0.021829583,-0.026759885,-0.007300334,-0.0060331896,-0.026133353,-0.008329941,-0.009950802,-0.009101409,-0.017638776,-0.029482352,-0.011229328,-0.013339003,-0.010985039,0.5383995,-0.016742539,-0.009814166,-0.017797446,-0.010735452,-0.020186184,-0.013132017
SERPINB2,-0.0070285015,-0.018196963,-0.006165266,-0.024484899,0.24221691,-0.010580745,-0.016374385,-0.029898524,-0.0075659147,-0.02807212,-0.021565398,-0.026436085,-0.0072119893,-0.019159213,-0.025817156,-0.008229163,-0.009830392,-0.008991291,-0.017425366,-0.019689027,-0.011093479,0.02579997,-0.010852119,-0.018044995,-0.016539982,-0.00969541,-0.017582064,-0.010605558,-0.019941967,-0.012973087
CD226,-0.028930932,-0.08416889,-0.07901449,-0.11360131,-0.16733353,-0.058285553,0.082528874,-0.0154904295,0.027123768,0.055380158,0.017669989,0.013145511,0.034991622,0.033731375,0.06325467,-0.023456095,-0.035130568,0.028624428,-0.0256983,0.1622226,0.10181929,0.049231056,-0.028175581,0.15281618,-0.033717055,0.05296412,-0.022317795,-0.048513446,0.039152034,-0.058640976
AC021594.2,-0.0026769626,-0.0069307433,-0.007434045,-0.009325613,0.026277976,-0.008508738,-0.0062365546,-0.011387553,-0.0028816506,-0.010691933,-0.008213719,-0.0100688,-0.0027468551,-0.007297236,-0.009833047,-0.0031342632,-0.0037441358,-0.003424542,-0.0066368617,-0.011093166,-0.004225196,-0.005018991,-0.004133288,-0.0068728393,-0.0062996307,-0.0036927254,-0.006696543,-0.004039365,-0.007595357,0.20106752
PARD6G,-0.0030918738,-0.008004952,-0.0085862335,-0.010770991,-0.016212037,0.016877718,0.028491754,-0.013152462,0.07223889,-0.012349047,0.018104786,0.011342059,0.07602302,-0.008428231,0.03565513,-0.0036200434,-0.004324433,-0.003955305,-0.0076655024,-0.01281247,-0.0048800767,-0.0057968893,-0.0047739013,-0.007938076,-0.0072760168,-0.004265052,-0.00773444,-0.004665425,-0.008772574,-0.0057069235
FAM110A,0.013201716,-0.03417564,-0.048491992,-0.0681559,0.13642268,0.39305696,-0.050960883,-0.083419986,0.07109978,-0.07799842,-0.057642728,-0.05195214,-0.0073946575,-0.042354763,-0.04688698,-0.022060001,-0.00064483855,0.0014890865,-0.037175678,-0.070221126,-0.0026874836,-0.025670432,-0.028068483,0.115898184,-0.016644478,0.0058951303,0.13217312,-0.024983998,-0.046466492,-0.025340216
SIRPA,-0.024164764,-0.05789348,-0.058554668,-0.07347241,0.61354434,0.051596906,-0.05629705,-0.08460684,-0.016391454,-0.0934597,-0.074144565,-0.08438777,-0.024795681,-0.061485115,-0.07832475,-0.00031798802,-0.025764555,-0.030913124,-0.05991043,-0.08771899,-0.030699996,-0.018728701,-0.03056048,-0.052318368,-0.05175378,-0.033334035,0.26015368,-0.03646316,-0.06415023,-0.032685325
CPXM1,-0.0051362775,0.025757357,-0.014263602,-0.017893007,-0.026931686,-0.016325602,-0.011966049,-0.021849163,-0.005528991,-0.020514453,-0.015759515,-0.005393746,-0.0052703624,-0.014001175,-0.018866554,-0.0060136802,0.4873883,-0.006570633,-0.012734085,-0.021284344,-0.00810685,-0.009629897,0.023951676,-0.0131868785,-0.0120870415,0.13585304,-0.0128486175,-0.0077502932,-0.014573132,-0.009480475
AVP,0.047952373,-0.012353453,-0.0132504795,-0.016622094,-0.025018772,-0.0151660545,-0.011116126,-0.020297237,-0.00513628,-0.019057404,-0.014640174,-0.017946724,-0.0048960205,-0.013006673,-0.0022908635,-0.005586542,0.60131556,-0.0061039394,-0.011829583,-0.019772539,-0.0075310525,-0.008945901,-0.0073672067,-0.01225023,-0.011228529,-0.006581942,0.009656025,-0.007199822,-0.013538047,-0.008807054
ADAM33,0.5120892,-0.0063260864,-0.0067854575,-0.008512045,-0.012811927,-0.0077664033,-0.0056924843,-0.010394044,-0.0026302438,-0.009759131,-0.0074971057,-0.009190375,-0.0025072147,-0.0066606053,-0.008975186,-0.0028608197,-0.0034174847,-0.0031257765,-0.0060578356,-0.010125376,-0.00385658,-0.004581116,-0.003772674,-0.006273256,-0.0057500303,-0.0033705542,-0.0061123017,-0.0036869678,-0.006932724,-0.0045100194
SIGLEC1,0.0822474,-0.034919165,-0.037454844,-0.046985418,0.3327903,0.007366839,-0.022704422,-0.052306153,-0.014518658,-0.04867015,-0.04138316,-0.05072957,-0.013839503,-0.021890754,-0.026694166,0.00021896926,-0.018864095,-0.0020748943,-0.025327247,-0.05078483,-0.021287875,-0.025287233,-0.008531347,-0.026624266,-0.023151038,0.008838446,0.11398561,-0.020351559,-0.038267773,-0.024894806
C20orf27,0.11595265,-0.05266017,-0.063605405,-0.058860034,0.26246956,0.26119858,-0.05892218,-0.098188564,-0.005797231,-0.06328447,-0.05748829,-0.06734374,0.014402143,-0.03446195,-0.05448849,0.0014373804,0.03701866,-0.010806303,-0.043513518,-0.07964007,-0.015692074,-0.048714906,-0.0014899292,-0.081836626,-0.041734595,0.20163165,0.21697064,-0.03654296,-0.05212423,-0.00957184
CDC25B,-0.024472015,-0.029397793,-0.024123283,-0.07024756,-0.14741518,-0.08938865,0.06801418,0.03198344,0.1349006,0.06420427,0.018519696,0.035408884,0.07223323,0.03223846,0.055360302,-0.027016215,-0.04357207,0.031273108,0.024095995,0.010650348,0.077246316,0.054463472,0.03296951,-0.069894284,0.05564776,-0.037805118,-0.070149295,0.067040585,0.04187796,-0.05880326
SMOX,-0.010944507,-0.028335607,-0.021696275,-0.031042263,-0.002289253,-0.011891474,-0.025497485,-0.0405899,-0.011781289,-0.043712698,-0.025631867,-0.04116513,-0.011230211,-0.029833963,-0.040201403,0.026462767,0.03470142,-0.014000895,-0.027134024,-0.045353103,-0.017274264,-0.020519627,0.11907873,0.4476645,-0.025755323,0.018452263,0.09592414,-0.0008307941,-0.03105278,-0.02020114
PCNA,0.010513198,-0.018219655,-0.018180465,-0.038511846,-0.003225349,0.032837953,-0.017817741,-0.044648536,0.17679058,-0.03740681,-0.019629668,-0.03110155,0.16672365,-0.006306677,0.018612335,-0.017403403,0.036468953,-0.012358468,0.0010151047,-0.031259462,0.21829474,4.450386e-05,0.043085415,-0.06305386,-0.009138655,0.054031964,0.027026646,-0.00048825337,-0.04070532,0.047923308
CHGB,-0.0028918236,-0.0074870023,-0.008030686,-0.010074068,-0.015163044,-0.009191619,-0.0067371116,0.009798112,-0.0031129208,0.035046622,-0.008872909,-0.010876908,-0.0029673143,0.09084659,-0.010622247,-0.0033858062,-0.0040446296,-0.0036993937,-0.0071695186,-0.011983465,-0.004564306,-0.0054218085,-0.004465018,-0.0074244537,0.030996382,-0.0039890967,-0.007233988,-0.0043635587,-0.008204931,-0.00533768
